"","state","county","math_score","college_share","income","poor_share","pop","region","pop_cat"
"274","Colorado","Jackson County",NA,0.21710527,45053,0.13934426,1342,"West","Least Populated"
"275","Colorado","Jefferson County",3.8206673,0.39269111,77096.30277,0.081144273,541275,"West","Most Populated"
"276","Colorado","Kiowa County",NA,0.20051858,38385,0.1252372,1251,"West","Least Populated"
"277","Colorado","Kit Carson County",3.4437721,0.15017898,44178.76203,0.084483601,8169,"West","Least Populated"
"278","Colorado","Lake County",2.5935493,0.20416188,47832.96033,0.2120007,7952,"West","Least Populated"
"279","Colorado","La Plata County",3.5536897,0.4068045,61527.51416,0.10523366,52095,"West","More Populated"
"280","Colorado","Larimer County",4.4462705,0.43402416,64680.97849,0.13907152,301307,"West","Most Populated"
"281","Colorado","Las Animas County",4.3316493,0.19264911,44703.88392,0.16948493,15586,"West","Less Populated"
"282","Colorado","Lincoln County",4.0424609,0.15251108,40301.21255,0.12658517,5188,"West","Least Populated"
"283","Colorado","Logan County",4.6614161,0.18294246,44274.39385,0.11620475,20953,"West","Mid-range Population"
"284","Colorado","Mesa County",3.3261056,0.2453209,51585.70653,0.1262289,145405,"West","Most Populated"
"285","Colorado","Mineral County",NA,0.39076576,49125,0.077450983,910,"West","Least Populated"
"286","Colorado","Moffat County",2.6726871,0.14663829,52942.86096,0.13089986,14073,"West","Less Populated"
"287","Colorado","Montezuma County",2.8410892,0.25705883,42549.43423,0.1743757,25470,"West","Mid-range Population"
"288","Colorado","Montrose County",3.4810054,0.22139049,45543.2728,0.10975815,41012,"West","More Populated"
"289","Colorado","Morgan County",3.2224329,0.14865148,49444.65954,0.14648603,27882,"West","Mid-range Population"
"290","Colorado","Otero County",3.3053479,0.15354581,35588.61924,0.20821512,18743,"West","Mid-range Population"
"291","Colorado","Ouray County",3.4613283,0.41266376,62800,0.082194954,4700,"West","Least Populated"
"292","Colorado","Park County",3.9875867,0.32756215,61905.05683,0.06809058,17014,"West","Less Populated"
"293","Colorado","Phillips County",4.566175,0.15496315,46739.3575,0.092654012,4604,"West","Least Populated"
"294","Colorado","Pitkin County",4.3458233,0.59415734,71275.64871,0.087625146,16100,"West","Less Populated"
"295","Colorado","Prowers County",2.8995693,0.18293081,41521.3371,0.22553341,12939,"West","Less Populated"
"296","Colorado","Pueblo County",3.63745,0.20627518,46060.74493,0.17837183,159335,"West","Most Populated"
"297","Colorado","Rio Blanco County",3.6899006,0.22762167,54960.05221,0.054122172,6358,"West","Least Populated"
"298","Colorado","Rio Grande County",2.7434094,0.19437934,41595.09564,0.17041701,11756,"West","Less Populated"
"299","Colorado","Routt County",4.7379827,0.45802674,65825.74946,0.06699802,23240,"West","Mid-range Population"
"300","Colorado","Saguache County",3.8046739,0.19323213,33341.81516,0.2348216,7118,"West","Least Populated"
"301","Colorado","San Juan County",NA,0.30794165,41250,0.12234043,585,"West","Least Populated"
"302","Colorado","San Miguel County",3.5307662,0.49152419,58305.13589,0.096471608,7561,"West","Least Populated"
"303","Colorado","Sedgwick County",4.6045947,0.12679955,46977,0.14080071,2286,"West","Least Populated"
"304","Colorado","Summit County",4.0496716,0.4978058,68593.49225,0.071293578,27549,"West","Mid-range Population"
"305","Colorado","Teller County",3.5889399,0.31321642,66734.37036,0.075890221,22056,"West","Mid-range Population"
"306","Colorado","Washington County",3.0506911,0.18287684,46177.97445,0.14301519,4395,"West","Least Populated"
"307","Colorado","Weld County",3.5442932,0.25718427,64816.09788,0.14103249,261117,"West","Most Populated"
"308","Colorado","Yuma County",3.9499032,0.17702015,42532.43851,0.097841844,9797,"West","Less Populated"
"309","Connecticut","Fairfield County",3.6956043,0.43416107,104124.8402,0.08013691,908263,"Northeast","Most Populated"
"310","Connecticut","Hartford County",3.356144,0.32876036,74401.01275,0.10923331,881536,"Northeast","Most Populated"
"311","Connecticut","Litchfield County",3.5490723,0.32131135,76380.93412,0.058497772,187690,"Northeast","Most Populated"
"312","Connecticut","Middlesex County",3.9558835,0.36829427,82051.22184,0.064101189,165796,"Northeast","Most Populated"
"313","Connecticut","New Haven County",3.0607426,0.31344205,68674.15094,0.11119325,850587,"Northeast","Most Populated"
"314","Connecticut","New London County",3.4000332,0.30043802,71505.59262,0.074038565,264150,"Northeast","Most Populated"
"315","Connecticut","Tolland County",3.8165278,0.39923671,79011.14403,0.10654412,151060,"Northeast","Most Populated"
"316","Connecticut","Windham County",3.0834341,0.21104635,62870.87572,0.11934537,117855,"Northeast","Most Populated"
"317","Delaware","Kent County",3.8267691,0.20018461,55954.53557,0.12600818,159748,"South","Most Populated"
"318","Delaware","New Castle County",3.2031808,0.3241314,70111.97647,0.10697412,536826,"South","Most Populated"
"319","Delaware","Sussex County",3.784611,0.20748784,54752.35866,0.11703792,194890,"South","Most Populated"
"320","District of Columbia","District of Columbia",2.2478878,0.46829858,81777.96483,0.19302183,610589,"South","Most Populated"
"321","Florida","Alachua County",3.4960327,0.42003676,47852.48853,0.24777143,244225,"South","Most Populated"
"322","Florida","Baker County",3.9111853,0.063857913,51380.24584,0.16733275,26145,"South","Mid-range Population"
"323","Florida","Bay County",3.2496243,0.20177272,49819.90531,0.12344986,165646,"South","Most Populated"
"324","Florida","Bradford County",2.6783731,0.084183067,42806.44032,0.15948945,28574,"South","Mid-range Population"
"325","Florida","Brevard County",3.2775228,0.2582359,52028.36556,0.10617582,535907,"South","Most Populated"
"326","Florida","Broward County",3.3961008,0.29615119,60389.15243,0.12205733,1788118,"South","Most Populated"
"327","Florida","Calhoun County",4.2408624,0.11694626,37673.37477,0.22121541,13555,"South","Less Populated"
"328","Florida","Charlotte County",3.0148752,0.21076611,45754.11832,0.10457409,156726,"South","Most Populated"
"329","Florida","Citrus County",3.4620225,0.16405044,39457.41959,0.14315024,139747,"South","Most Populated"
"330","Florida","Clay County",3.7536285,0.23877843,61898.52575,0.08588279,188128,"South","Most Populated"
"331","Florida","Collier County",3.2100046,0.2886914,61966.51005,0.12577298,321861,"South","Most Populated"
"332","Florida","Columbia County",3.3755038,0.14858654,43099.47557,0.15893435,69535,"South","More Populated"
"333","Florida","DeSoto County",1.5874261,0.11407291,35754.97722,0.26389277,35937,"South","Mid-range Population"
"334","Florida","Dixie County",4.1129866,0.066005774,35120.96206,0.15924962,14608,"South","Less Populated"
"335","Florida","Duval County",3.2520297,0.24655673,52177.66118,0.14272189,860576,"South","Most Populated"
"336","Florida","Escambia County",3.0618947,0.23124687,48295.85659,0.16153646,302091,"South","Most Populated"
"337","Florida","Flagler County",3.3384938,0.21272258,49873.67517,0.11917896,92400,"South","Most Populated"
"338","Florida","Franklin County",2.245259,0.17215246,39955.70534,0.26074845,11233,"South","Less Populated"
"339","Florida","Gadsden County",3.8455949,0.12535346,37883.41825,0.2737821,47776,"South","More Populated"
"340","Florida","Gilchrist County",3.9644234,0.088533849,41578.28851,0.20067383,17191,"South","Less Populated"
"341","Florida","Glades County",3.4273345,0.11063254,35048.44334,0.20191291,10827,"South","Less Populated"
"342","Florida","Gulf County",3.5315354,0.13054563,39588.08611,0.2041305,15599,"South","Less Populated"
"343","Florida","Hamilton County",2.8352385,0.081352964,39355.64173,0.21151315,14322,"South","Less Populated"
"344","Florida","Hardee County",3.9588346,0.073979758,36806.69532,0.26137331,29775,"South","Mid-range Population"
"345","Florida","Hendry County",2.888608,0.080639906,37554.43005,0.2549859,39699,"South","More Populated"
"346","Florida","Hernando County",3.3614292,0.16186336,43307.99752,0.11630371,171951,"South","Most Populated"
"347","Florida","Highlands County",3.5645025,0.14515279,35300.35703,0.16966446,98211,"South","Most Populated"
"348","Florida","Hillsborough County",3.1773784,0.28772148,56847.67292,0.14041235,1212971,"South","Most Populated"
"349","Florida","Holmes County",2.6779923,0.11099708,37766.97942,0.19738983,18623,"South","Mid-range Population"
"350","Florida","Indian River County",2.8113732,0.25431842,51380.43167,0.12517357,135868,"South","Most Populated"
"351","Florida","Jackson County",3.7674525,0.12828057,36464.56189,0.18578297,50479,"South","More Populated"
"352","Florida","Jefferson County",2.9210315,0.14781673,39504.34476,0.18840954,14019,"South","Less Populated"
"353","Florida","Lafayette County",3.0739198,0.097250797,35541.85344,0.15810567,8469,"South","Least Populated"
"354","Florida","Lake County",3.3802259,0.20300175,50257.38973,0.11002204,315543,"South","Most Populated"
"355","Florida","Lee County",3.5252004,0.23776428,52700.63848,0.12106144,592655,"South","Most Populated"
"356","Florida","Leon County",3.5211546,0.40872359,54227.53973,0.22003606,268185,"South","Most Populated"
"357","Florida","Levy County",3.3244452,0.12362815,35599.30923,0.21498887,38835,"South","More Populated"
"358","Florida","Liberty County",2.7921386,0.14734668,36143.82762,0.15976049,7901,"South","Least Populated"
"359","Florida","Madison County",3.3209896,0.10672347,29404.64393,0.21748921,18731,"South","Mid-range Population"
"360","Florida","Manatee County",2.8384299,0.25083026,54865.81898,0.12757231,319937,"South","Most Populated"
"361","Florida","Marion County",3.3032553,0.16916074,41402.70929,0.15279548,327569,"South","Most Populated"
"362","Florida","Martin County",3.3800972,0.29003301,56355.83775,0.10765805,140304,"South","Most Populated"
"363","Florida","Miami-Dade County",3.6485224,0.26313233,50748.60621,0.17131491,2534220,"South","Most Populated"
"364","Florida","Monroe County",3.0502079,0.28436008,60782.58343,0.10435411,73644,"South","More Populated"
"365","Florida","Nassau County",3.770385,0.20992421,61369.3313,0.091450676,71301,"South","More Populated"
"366","Florida","Okaloosa County",3.5677116,0.26339579,58922.28542,0.10616785,175970,"South","Most Populated"
"367","Florida","Okeechobee County",2.7854943,0.11268128,37487.87884,0.19684258,40472,"South","More Populated"
"368","Florida","Orange County",3.4257777,0.30310586,53539.40275,0.13423193,1100043,"South","Most Populated"
"369","Florida","Osceola County",2.8217731,0.18197544,47108.73901,0.13199276,275064,"South","Most Populated"
"370","Florida","Palm Beach County",3.4581587,0.31052116,61656.19645,0.12157101,1290971,"South","Most Populated"
"371","Florida","Pasco County",2.9597173,0.20808277,50243.30101,0.12146442,473266,"South","Most Populated"
"372","Florida","Pinellas County",2.7253776,0.26896349,50449.46406,0.12070766,909978,"South","Most Populated"
"373","Florida","Polk County",3.1075206,0.17718455,46039.42522,0.15164188,585128,"South","Most Populated"
"374","Florida","Putnam County",2.5657232,0.12365146,33972.18479,0.23264003,72442,"South","More Populated"
"375","Florida","St. Johns County",4.1342053,0.38484114,77298.38009,0.090005212,192456,"South","Most Populated"
"376","Florida","St. Lucie County",2.8664503,0.17425397,46056.3781,0.13400288,269628,"South","Most Populated"
"377","Florida","Santa Rosa County",4.1386957,0.24515593,60973.96156,0.11309633,153769,"South","Most Populated"
"378","Florida","Sarasota County",3.9171546,0.28333357,55468.19653,0.10502496,370733,"South","Most Populated"
"379","Florida","Seminole County",4.195231,0.33678082,62836.64479,0.098379679,415964,"South","Most Populated"
"380","Florida","Sumter County",3.9947658,0.20706424,48975.48919,0.0980637,79155,"South","More Populated"
"381","Florida","Suwannee County",2.7731352,0.10342864,39414.84049,0.17080268,40134,"South","More Populated"
"382","Florida","Taylor County",3.1922307,0.11957541,37710.00673,0.18544994,21415,"South","Mid-range Population"
"383","Florida","Union County",4.0096388,0.093638644,37702.12076,0.21335384,14559,"South","Less Populated"
"384","Florida","Volusia County",3.1079984,0.20615673,44256.22329,0.14047535,494300,"South","Most Populated"
"385","Florida","Wakulla County",3.8156152,0.17368068,55086.91753,0.12123799,33314,"South","Mid-range Population"
"386","Florida","Walton County",3.7081585,0.2454417,46071.11291,0.14838737,55628,"South","More Populated"
"387","Florida","Washington County",2.6514959,0.12523891,38644.26109,0.19713782,24043,"South","Mid-range Population"
"388","Georgia","Appling County",2.8216512,0.085812874,39587.17668,0.22575544,18141,"South","Less Populated"
"389","Georgia","Atkinson County",3.531467,0.08010678,31240.63558,0.28467456,8139,"South","Least Populated"
"390","Georgia","Bacon County",3.4707067,0.076673791,38359.11301,0.16450372,10520,"South","Less Populated"
"391","Georgia","Baker County",NA,0.1196999,45436.94929,0.30056259,3417,"South","Least Populated"
"392","Georgia","Baldwin County",2.5684285,0.20277287,34688.29208,0.2569629,42733,"South","More Populated"
"393","Georgia","Banks County",4.2939253,0.10412446,41197.60826,0.15957044,16912,"South","Less Populated"
"394","Georgia","Barrow County",3.3545794,0.15269709,54269.58731,0.11992273,73508,"South","More Populated"
"395","Georgia","Bartow County",3.5972185,0.16406761,52065.74049,0.14010866,96082,"South","Most Populated"
"396","Georgia","Ben Hill County",3.6148257,0.12310307,30981.24288,0.26623118,17609,"South","Less Populated"
"397","Georgia","Berrien County",3.8343844,0.11006959,34198.25765,0.23002762,17031,"South","Less Populated"
"398","Georgia","Bibb County",2.0041325,0.22228912,40862.95749,0.2255646,156796,"South","Most Populated"
"399","Georgia","Bleckley County",4.140121,0.11009894,39358.7362,0.20066278,12795,"South","Less Populated"
"400","Georgia","Brantley County",3.1021495,0.050313223,36264.17321,0.21770221,15895,"South","Less Populated"
"401","Georgia","Brooks County",3.5454142,0.15758201,34022.39574,0.17097525,16269,"South","Less Populated"
"402","Georgia","Bryan County",3.9647219,0.27109897,70075.00129,0.11292475,32986,"South","Mid-range Population"
"403","Georgia","Bulloch County",3.2934456,0.24279013,36763.64298,0.32696912,71689,"South","More Populated"
"404","Georgia","Burke County",2.8035994,0.087954842,35463.14162,0.2581436,23085,"South","Mid-range Population"
"405","Georgia","Butts County",2.2288747,0.090478204,42429.33617,0.12245415,24276,"South","Mid-range Population"
"406","Georgia","Calhoun County",2.7197642,0.092246026,28125.18912,0.28232899,6332,"South","Least Populated"
"407","Georgia","Camden County",3.6068876,0.20727454,54351.65559,0.15271068,48245,"South","More Populated"
